open,high,low,close,volume,adj_high,adj_low,adj_close,adj_open,adj_volume,split_factor,dividend,name,exchange_code,asset_type,price_currency,symbol,exchange,date
228.82,229.3,223.72,226.65,42975133.0,229.3,223.72,226.65,228.82,42975133.0,1.0,0.0,Amazon.com Inc,NASDAQ,Stock,usd,AMZN,XNAS,2025-02-18T00:00:00+0000
225.52,226.83,223.71,226.63,28566709.0,226.83,223.71,226.63,225.52,28566709.0,1.0,0.0,Amazon.com Inc,NASDAQ,Stock,usd,AMZN,XNAS,2025-02-19T00:00:00+0000
224.775,225.13,221.81,222.88,30001665.0,225.13,221.81,222.88,224.775,30001665.0,1.0,0.0,Amazon.com Inc,NASDAQ,Stock,usd,AMZN,XNAS,2025-02-20T00:00:00+0000
223.28,223.31,214.74,216.58,55323850.0,223.31,214.74,216.58,223.28,55323850.0,1.0,0.0,Amazon.com Inc,NASDAQ,Stock,usd,AMZN,XNAS,2025-02-21T00:00:00+0000
217.45,217.715,212.42,212.71,42387585.0,217.715,212.42,212.71,217.45,42387585.0,1.0,0.0,Amazon.com Inc,NASDAQ,Stock,usd,AMZN,XNAS,2025-02-24T00:00:00+0000
211.63,213.34,204.16,212.8,58957977.0,213.34,204.16,212.8,211.63,58957977.0,1.0,0.0,Amazon.com Inc,NASDAQ,Stock,usd,AMZN,XNAS,2025-02-25T00:00:00+0000
214.94,218.16,213.09,214.35,39120603.0,218.16,213.09,214.35,214.94,39120603.0,1.0,0.0,Amazon.com Inc,NASDAQ,Stock,usd,AMZN,XNAS,2025-02-26T00:00:00+0000
218.35,219.97,208.37,208.74,40548571.0,219.97,208.37,208.74,218.35,40548571.0,1.0,0.0,Amazon.com Inc,NASDAQ,Stock,usd,AMZN,XNAS,2025-02-27T00:00:00+0000
208.65,212.62,206.99,212.28,51771737.0,212.62,206.99,212.28,208.65,51771737.0,1.0,0.0,Amazon.com Inc,NASDAQ,Stock,usd,AMZN,XNAS,2025-02-28T00:00:00+0000
213.352,214.01,202.55,205.02,42948447.0,214.01,202.55,205.02,213.352,42948447.0,1.0,0.0,Amazon.com Inc,NASDAQ,Stock,usd,AMZN,XNAS,2025-03-03T00:00:00+0000
200.11,206.8,197.432,203.8,60853084.0,206.8,197.432,203.8,200.11,60853084.0,1.0,0.0,Amazon.com Inc,NASDAQ,Stock,usd,AMZN,XNAS,2025-03-04T00:00:00+0000
204.8,209.98,203.26,208.36,38610085.0,209.98,203.26,208.36,204.8,38610085.0,1.0,0.0,Amazon.com Inc,NASDAQ,Stock,usd,AMZN,XNAS,2025-03-05T00:00:00+0000
204.4,205.77,198.3015,200.7,49863755.0,205.77,198.3015,200.7,204.4,49863755.0,1.0,0.0,Amazon.com Inc,NASDAQ,Stock,usd,AMZN,XNAS,2025-03-06T00:00:00+0000
