open,high,low,close,volume,adj_high,adj_low,adj_close,adj_open,adj_volume,split_factor,dividend,name,exchange_code,asset_type,price_currency,symbol,exchange,date
353.69,356.74,352.4,356.73,5822034.0,356.74,352.4,356.73,353.69,5822034.0,1.0,0.0,Visa Inc - Class A,NYSE,Stock,usd,V,XNYS,2025-02-18T00:00:00+0000
356.015,357.15,354.18,355.23,4152269.0,357.15,354.18,355.23,356.015,4152269.0,1.0,0.0,Visa Inc - Class A,NYSE,Stock,usd,V,XNYS,2025-02-19T00:00:00+0000
355.23,356.13,349.06,350.49,5697023.0,356.13,349.06,350.49,355.23,5697023.0,1.0,0.0,Visa Inc - Class A,NYSE,Stock,usd,V,XNYS,2025-02-20T00:00:00+0000
350.49,353.32,347.48,348.53,6924127.0,353.32,347.48,348.53,350.49,6924127.0,1.0,0.0,Visa Inc - Class A,NYSE,Stock,usd,V,XNYS,2025-02-21T00:00:00+0000
348.755,350.8,347.355,349.86,5055927.0,350.8,347.355,349.86,348.755,5055927.0,1.0,0.0,Visa Inc - Class A,NYSE,Stock,usd,V,XNYS,2025-02-24T00:00:00+0000
351.37,352.5867,346.0,352.09,6191949.0,352.5867,346.0,352.09,351.37,6191949.0,1.0,0.0,Visa Inc - Class A,NYSE,Stock,usd,V,XNYS,2025-02-25T00:00:00+0000
350.0,351.83,348.99,350.63,5960603.0,351.83,348.99,350.63,350.0,5960603.0,1.0,0.0,Visa Inc - Class A,NYSE,Stock,usd,V,XNYS,2025-02-26T00:00:00+0000
351.9,360.31,351.675,355.74,7298114.0,360.31,351.675,355.74,351.9,7298114.0,1.0,0.0,Visa Inc - Class A,NYSE,Stock,usd,V,XNYS,2025-02-27T00:00:00+0000
354.71,364.0,353.7109,362.71,15857344.0,364.0,353.7109,362.71,354.71,15857344.0,1.0,0.0,Visa Inc - Class A,NYSE,Stock,usd,V,XNYS,2025-02-28T00:00:00+0000
363.0,366.54,359.5401,361.82,9099607.0,366.54,359.5401,361.82,363.0,9099607.0,1.0,0.0,Visa Inc - Class A,NYSE,Stock,usd,V,XNYS,2025-03-03T00:00:00+0000
360.11,360.27,350.4,352.23,8955804.0,360.27,350.4,352.23,360.11,8955804.0,1.0,0.0,Visa Inc - Class A,NYSE,Stock,usd,V,XNYS,2025-03-04T00:00:00+0000
350.83,354.1065,348.935,352.68,8244242.0,354.1065,348.935,352.68,350.83,8244242.0,1.0,0.0,Visa Inc - Class A,NYSE,Stock,usd,V,XNYS,2025-03-05T00:00:00+0000
345.96,348.87,340.3878,344.16,8611119.0,348.87,340.3878,344.16,345.96,8611119.0,1.0,0.0,Visa Inc - Class A,NYSE,Stock,usd,V,XNYS,2025-03-06T00:00:00+0000
340.87,346.39,339.14,345.32,6358901.0,346.39,339.14,345.32,340.87,6358901.0,1.0,0.0,Visa Inc - Class A,NYSE,Stock,usd,V,XNYS,2025-03-07T00:00:00+0000
339.94,345.01,337.6411,341.48,8204296.0,345.01,337.64,341.48,339.94,8190091.0,1.0,0.0,Visa Inc - Class A,NYSE,Stock,usd,V,XNYS,2025-03-10T00:00:00+0000
338.41,339.61,329.575,332.14,9776072.0,339.61,329.575,332.14,338.41,9776072.0,1.0,0.0,Visa Inc - Class A,NYSE,Stock,usd,V,XNYS,2025-03-11T00:00:00+0000
