open,high,low,close,volume,adj_high,adj_low,adj_close,adj_open,adj_volume,split_factor,dividend,name,exchange_code,asset_type,price_currency,symbol,exchange,date
196.07,201.55,196.0,199.74,51869389.0,201.59,195.97,199.74,196.12,52976371.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-04-22T00:00:00+0000
206.0,208.0,202.799,204.6,52803354.0,208.0,202.799,204.6,206.0,52929165.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-04-23T00:00:00+0000
204.89,208.83,202.94,208.37,47199300.0,208.8299,202.94,208.37,204.89,47310989.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-04-24T00:00:00+0000
206.37,209.75,206.2,209.28,38198600.0,209.75,206.2,209.28,206.365,38222258.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-04-25T00:00:00+0000
210.06,211.5,207.46,210.14,37235797.0,211.5,207.46,210.14,210.0,38743074.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-04-28T00:00:00+0000
208.693,212.24,208.37,211.21,34928894.0,212.24,208.37,211.21,208.693,36827633.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-04-29T00:00:00+0000
209.3,213.54,206.6705,212.5,50446935.0,213.58,206.6705,212.5,209.3,52286454.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-04-30T00:00:00+0000
209.08,214.56,208.9,213.32,56391200.0,214.56,208.9,213.32,209.08,57365675.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-05-01T00:00:00+0000
206.09,206.99,202.16,205.35,100912500.0,206.99,202.16,205.35,206.09,101010621.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-05-02T00:00:00+0000
203.1,204.1,198.21,198.89,68915400.0,204.1,198.21,198.89,203.1,69018452.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-05-05T00:00:00+0000
198.125,200.649,197.02,198.51,49201973.0,200.65,197.02,198.51,198.21,51216482.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-05-06T00:00:00+0000
199.195,199.44,193.25,196.25,65920024.0,199.44,193.25,196.25,199.17,68616943.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-05-07T00:00:00+0000
197.74,200.0498,194.6796,197.49,49118233.0,200.05,194.6796,197.49,197.72,50478872.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-05-08T00:00:00+0000
199.0,200.54,197.54,198.53,36415700.0,200.5399,197.535,198.27,199.0,36453923.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-05-09T00:00:00+0000
210.97,211.2665,206.75,210.79,63024455.0,211.2679,206.75,210.79,210.97,63775814.0,1.0,0.26,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-05-12T00:00:00+0000
210.43,213.4,209.0,212.93,51759900.0,213.4,209.0,212.93,210.43,51909332.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-05-13T00:00:00+0000
212.43,213.94,210.58,212.33,49253000.0,213.94,210.5801,212.33,212.43,49325825.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-05-14T00:00:00+0000
210.95,212.96,209.54,211.45,44979900.0,212.96,209.54,211.45,210.95,45029473.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-05-15T00:00:00+0000
212.36,212.57,209.77,211.26,53659100.0,212.57,209.77,211.26,212.36,54737850.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-05-16T00:00:00+0000
207.91,209.48,204.26,208.78,45310800.0,209.48,204.26,208.78,207.91,46140527.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-05-19T00:00:00+0000
207.67,208.47,205.03,206.86,42443700.0,208.47,205.03,206.86,207.67,42496635.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-05-20T00:00:00+0000
205.17,207.04,200.71,202.09,59134800.0,207.04,200.71,202.09,205.17,59211774.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-05-21T00:00:00+0000
200.71,202.75,199.7,201.36,46633900.0,202.75,199.7,201.36,200.71,46742407.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-05-22T00:00:00+0000
193.665,197.7,193.46,195.27,78432918.0,197.7,193.46,195.27,193.665,78432918.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-05-23T00:00:00+0000
198.3,200.74,197.43,200.21,56229000.0,200.74,197.43,200.21,198.3,56288475.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-05-27T00:00:00+0000
200.59,202.73,199.9,200.42,44158300.0,202.73,199.9,200.42,200.59,45339678.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-05-28T00:00:00+0000
203.575,203.78,198.51,199.95,51174958.0,203.81,198.51,199.95,203.575,51477938.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-05-29T00:00:00+0000
199.37,201.96,196.78,200.85,70753100.0,201.96,196.78,200.85,199.37,70819942.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-05-30T00:00:00+0000
200.15,202.13,200.12,201.7,35314257.0,202.13,200.12,201.7,200.28,35423294.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-06-02T00:00:00+0000
201.35,203.77,200.96,203.27,46342500.0,203.77,200.955,203.27,201.35,46381567.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-06-03T00:00:00+0000
202.91,206.24,202.15,202.82,42889828.0,206.24,202.1,202.82,202.91,43603985.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-06-04T00:00:00+0000
203.5,204.75,200.15,200.63,55126100.0,204.75,200.15,200.63,203.5,55221235.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-06-05T00:00:00+0000
203.0,205.7,202.05,203.92,46539200.0,205.7,202.05,203.92,203.0,46607693.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-06-06T00:00:00+0000
204.39,206.0,200.02,201.45,72726700.0,206.0,200.02,201.45,204.39,72862557.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-06-09T00:00:00+0000
200.6,204.35,200.57,202.67,54553200.0,204.35,200.57,202.67,200.6,54672608.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-06-10T00:00:00+0000
203.5,204.5,198.41,198.78,60820200.0,204.5,198.41,198.78,203.5,60989857.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-06-11T00:00:00+0000
199.08,199.68,197.36,199.2,43758300.0,199.68,197.3601,199.2,199.08,43904635.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-06-12T00:00:00+0000
199.73,200.37,195.7,196.45,51362400.0,200.37,195.7,196.45,199.73,51447349.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-06-13T00:00:00+0000
197.29,198.685,196.5636,198.42,42837838.0,198.685,196.5636,198.42,197.3,43020691.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-06-16T00:00:00+0000
197.2,198.3889,195.21,195.64,38772936.0,198.39,195.21,195.64,197.2,38856152.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-06-17T00:00:00+0000
195.945,197.57,195.07,196.58,44864157.0,197.57,195.07,196.58,195.94,45394689.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-06-18T00:00:00+0000
198.235,201.7,196.855,201.0,96813542.0,201.7,196.855,201.0,198.235,96813542.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-06-20T00:00:00+0000
201.532,202.3,198.96,201.5,55481396.0,202.3,198.96,201.5,201.625,55814272.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-06-23T00:00:00+0000
202.59,203.44,200.2,200.3,53899923.0,203.44,200.2,200.3,202.59,54064033.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-06-24T00:00:00+0000
201.45,203.67,200.62,201.56,39454000.0,203.67,200.6201,201.56,201.45,39525730.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-06-25T00:00:00+0000
201.43,202.615,199.46,201.0,50117398.0,202.64,199.46,201.0,201.43,50799121.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-06-26T00:00:00+0000
201.89,203.22,200.0,201.08,73114100.0,203.22,200.0,201.08,201.89,73188571.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-06-27T00:00:00+0000
202.01,207.39,199.2607,205.17,90651078.0,207.39,199.2607,205.17,202.01,91912816.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-06-30T00:00:00+0000
206.665,210.1865,206.1401,207.82,77921627.0,210.1865,206.1401,207.82,206.665,78788867.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-07-01T00:00:00+0000
209.08,213.34,208.14,212.44,67834447.0,213.34,208.14,212.44,208.91,67941811.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-07-02T00:00:00+0000
212.145,214.65,211.8101,213.55,34955836.0,214.65,211.8101,213.55,212.145,34955836.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-07-03T00:00:00+0000
212.68,216.23,208.8,209.95,49905104.0,216.23,208.8,209.95,212.68,50228984.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-07-07T00:00:00+0000
210.13,211.43,208.45,210.01,42036884.0,211.43,208.45,210.01,210.1,42848928.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-07-08T00:00:00+0000
209.53,211.33,207.22,211.14,48408519.0,211.33,207.22,211.14,209.53,48749367.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-07-09T00:00:00+0000
210.505,213.48,210.12,212.41,43770740.0,213.48,210.03,212.41,210.505,44443635.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-07-10T00:00:00+0000
210.57,212.13,209.86,211.16,39719300.0,212.13,209.86,211.16,210.565,39765812.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-07-11T00:00:00+0000
209.909,210.91,207.54,208.62,37683849.0,210.91,207.54,208.62,209.925,38840111.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-07-14T00:00:00+0000
209.15,211.89,208.92,209.11,42071894.0,211.89,208.92,209.11,209.22,42296339.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-07-15T00:00:00+0000
210.29,212.4,208.64,210.16,47148580.0,212.4,208.64,210.16,210.295,47490532.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-07-16T00:00:00+0000
210.625,211.8,209.59,210.02,47738194.0,211.8,209.59,210.02,210.57,48068141.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-07-17T00:00:00+0000
210.87,211.79,209.7,211.18,48939500.0,211.79,209.7045,211.18,210.87,48974591.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-07-18T00:00:00+0000
212.05,215.78,211.6409,212.48,51064253.0,215.78,211.63,212.48,212.1,51377434.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-07-21T00:00:00+0000
213.14,214.95,212.23,214.4,46300400.0,214.95,212.2301,214.4,213.14,46404072.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-07-22T00:00:00+0000
215.045,215.1,212.41,214.15,46415026.0,215.15,212.41,214.15,215.0,46989301.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-07-23T00:00:00+0000
213.9,215.69,213.53,213.76,45773373.0,215.69,213.53,213.76,213.9,46022620.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-07-24T00:00:00+0000
214.7,215.24,213.4,213.88,40219700.0,215.24,213.4,213.88,214.7,40268781.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-07-25T00:00:00+0000
214.03,214.85,213.06,214.05,37796900.0,214.845,213.06,214.05,214.03,37858017.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-07-28T00:00:00+0000
214.18,214.81,210.82,211.27,49943600.0,214.81,210.82,211.27,214.175,51411723.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-07-29T00:00:00+0000
211.9,212.39,207.72,209.05,43797200.0,212.39,207.72,209.05,211.895,45512514.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-07-30T00:00:00+0000
208.49,209.84,207.16,207.57,78744400.0,209.84,207.16,207.57,208.49,80698431.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-07-31T00:00:00+0000
210.87,213.58,201.5,202.38,104301700.0,213.58,201.5,202.38,210.865,104434473.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-08-01T00:00:00+0000
204.51,207.88,201.68,203.35,75020600.0,207.88,201.675,203.35,204.505,75109298.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-08-04T00:00:00+0000
203.4,205.34,202.16,202.92,44106200.0,205.34,202.16,202.92,203.4,44155079.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-08-05T00:00:00+0000
205.63,215.38,205.59,213.25,106498000.0,215.38,205.59,213.25,205.63,108483103.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-08-06T00:00:00+0000
218.88,220.85,216.58,220.03,89932900.0,220.85,216.58,220.03,218.875,90224834.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-08-07T00:00:00+0000
220.83,231.0,219.25,229.35,113696100.0,231.0,219.25,229.35,220.83,113853967.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-08-08T00:00:00+0000
227.92,229.56,224.76,227.18,61725300.0,229.56,224.76,227.18,227.92,61806132.0,1.0,0.26,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-08-11T00:00:00+0000
228.01,230.8,227.07,229.65,55626200.0,230.8,227.07,229.65,228.005,55672301.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-08-12T00:00:00+0000
231.07,235.0,230.43,233.33,69833200.0,235.0,230.43,233.33,231.07,69878546.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-08-13T00:00:00+0000
234.06,235.12,230.85,232.78,51857600.0,235.12,230.85,232.78,234.055,51916275.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-08-14T00:00:00+0000
234.0,234.28,229.34,231.59,56010500.0,234.28,229.335,231.59,234.0,56038657.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-08-15T00:00:00+0000
231.78,233.12,230.11,230.89,36051605.0,233.12,230.11,230.89,231.7,37476188.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-08-18T00:00:00+0000
231.28,232.87,229.35,230.56,39320800.0,232.87,229.35,230.56,231.275,39402564.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-08-19T00:00:00+0000
229.98,230.47,225.77,226.01,42190600.0,230.47,225.77,226.01,229.98,42263865.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-08-20T00:00:00+0000
226.27,226.52,223.78,224.9,30593700.0,226.52,223.7804,224.9,226.27,30621249.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-08-21T00:00:00+0000
226.17,229.09,225.41,227.76,42445300.0,229.09,225.41,227.76,226.17,42477811.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-08-22T00:00:00+0000
226.48,229.3,226.23,227.16,30965700.0,229.3,226.23,227.16,226.48,30983133.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-08-25T00:00:00+0000
226.87,229.49,224.69,229.31,54524400.0,229.49,224.69,229.31,226.87,54575107.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-08-26T00:00:00+0000
228.61,230.9,228.26,230.49,31200700.0,230.9,228.26,230.49,228.61,31259513.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-08-27T00:00:00+0000
230.81,233.41,229.335,232.56,37892960.0,233.41,229.335,232.56,230.82,38074700.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-08-28T00:00:00+0000
232.51,233.38,231.37,232.14,39418437.0,233.38,231.37,232.14,232.51,39418437.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-08-29T00:00:00+0000
229.25,230.85,226.97,229.72,43804400.0,230.85,226.97,229.72,229.25,44075638.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-09-02T00:00:00+0000
237.21,238.85,234.36,238.47,66302400.0,238.85,234.36,238.47,237.21,66061716.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-09-03T00:00:00+0000
238.45,239.9,236.74,239.78,47504000.0,239.8999,236.74,239.78,238.45,47549429.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-09-04T00:00:00+0000
240.0,241.32,238.49,239.69,54837300.0,241.32,238.4901,239.69,239.995,54870397.0,1.0,0.0,Apple Inc,NASDAQ,Stock,USD,AAPL,XNAS,2025-09-05T00:00:00+0000
